SnakeLean.zero1.eq_1	SnakeLean.zero1 SnakeLean.HasBizero SnakeLean.HasBizero.toZero SnakeLean.HasBizero.fromZero	
SnakeLean.IsTotallyNormalEpi.right	SnakeLean.IsTotallyNormalEpi SnakeLean.IsNormalEpi SnakeLean.HasBizero	
SnakeLean.MorphismSES.g	SnakeLean.MorphismSES	
SnakeLean.Pentagon.bot	SnakeLean.Pentagon	
SnakeLean.AbCatHom.mk.inj	SnakeLean.AbCatOf.category SnakeLean.AbCatClass SnakeLean.AbCatOf.carrier SnakeLean.AbCatHom.mk SnakeLean.AbCatOf SnakeLean.AbCatHom SnakeLean.AbCatOf.abelian	SnakeLean.AbCatHom.mk.noConfusion
SnakeLean.isEquiv1_orderIsoHom	SnakeLean.SupOf.completeLattice SnakeLean.bicategorySup SnakeLean.SupOf SnakeLean.orderIsoHom SnakeLean.SupOf.carrier SnakeLean.LatticeClass SnakeLean.IsEquiv1	SnakeLean.instFunLikeHom
SnakeLean.MorphismPure.ψb	SnakeLean.MorphismPure SnakeLean.MorphismPure.πC SnakeLean.MorphismPure.πY	
TwoVertex.e₁_smul_mem_nOne	TwoVertex.lam TwoVertex.nOne TwoVertex.e₁ TwoVertex.nTwo	TwoVertex.e₂_mul_e₁ TwoVertex.e₂ TwoVertex.al_mul_e₁ TwoVertex.al
SnakeLean.IsTwoKernel.isEssNull_comp	SnakeLean.IsEssNull SnakeLean.IsTwoKernel SnakeLean.HasBizero	
SnakeLean.IsZeroAntinormal.isTwoCokernel_of_isTwoKernel	SnakeLean.IsStrong SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.IsTwoCokernel SnakeLean.IsZeroAntinormal	SnakeLean.IsNormalEpi SnakeLean.IsZeroAntinormal.isNormalEpi SnakeLean.IsTwoCokernel.of_isTwoKernel
SnakeLean.transpositionSymmetric_closedSubmodule	SnakeLean.TranspositionSymmetric	SnakeLean.Transposes SnakeLean.transposes_iff_isClosed
SnakeLean.isTwoMono_op_iff	SnakeLean.IsTwoMono SnakeLean.IsTwoEpi	SnakeLean.isTwoMono_op SnakeLean.isTwoEpi_of_isTwoMono_op
SnakeLean.AbCatHom.mk.injEq	SnakeLean.AbCatOf.category SnakeLean.AbCatClass SnakeLean.AbCatOf.carrier SnakeLean.AbCatHom.mk SnakeLean.AbCatOf SnakeLean.AbCatHom SnakeLean.AbCatOf.abelian	SnakeLean.AbCatHom.mk.noConfusion
CategoryTheory.ObjectProperty.subEssential_of_prop	CategoryTheory.ObjectProperty.SubEssential	
SnakeLean.MorphismSES.casesOn	SnakeLean.MorphismSES SnakeLean.MorphismSES.mk	SnakeLean.MorphismSES.rec
SnakeLean.IsEssNull.comp	SnakeLean.IsEssNull SnakeLean.IsStrong SnakeLean.HasBizero	SnakeLean.nonempty_zero1_comp SnakeLean.zero1 SnakeLean.isEssNull_iff
CategoryTheory.ObjectProperty.isClosedUnderCoequalizers_of_isSerreClass		
SnakeLean.SupOf.mk	SnakeLean.SupOf SnakeLean.LatticeClass SnakeLean.LatticeClass.Mem	
SnakeLean.isHSD_of_twoDiExact	SnakeLean.IsHSD SnakeLean.HasBizero SnakeLean.TwoDiExact	SnakeLean.IsTwoKernel SnakeLean.isNormal_of_normalMono_comp_normalEpi SnakeLean.IsTwoCokernel SnakeLean.IsZeroAntinormal
SnakeLean.zeroSup	SnakeLean.SupOf SnakeLean.LatticeClass	SnakeLean.LatticeClass.mem_punit SnakeLean.SupOf.mk
SnakeLean.NormalEpiComp.isNormalEpi_comp	SnakeLean.NormalEpiComp SnakeLean.IsNormalEpi SnakeLean.HasBizero	
TwoVertex.spanA	TwoVertex.lam	TwoVertex.nOne TwoVertex.nTwo
SnakeLean.IsTwoKernel.mono_asLD	SnakeLean.hasBizeroLD SnakeLean.IsTwoKernel SnakeLean.zeroLD	SnakeLean.IsTwoMono SnakeLean.IsTwoKernel.isTwoMono SnakeLean.isTwoMono_locallyDiscrete_iff
SnakeLean.isNormalEpi_comp_coim	SnakeLean.NormalEpiComp SnakeLean.IsNormalEpi SnakeLean.HasBizero SnakeLean.IsTwoCokernel SnakeLean.IsSES	SnakeLean.IsSES.isTwoCokernel SnakeLean.NormalEpiComp.isNormalEpi_comp
SnakeLean.IsNormal.of_isTwoEpi_comp	SnakeLean.IsStrong SnakeLean.HasBizero SnakeLean.IsNormal SnakeLean.IsTwoEpi SnakeLean.IsTwoCokernel	SnakeLean.isTwoKernel_op SnakeLean.isTwoMono_op SnakeLean.strictOp SnakeLean.isNormal_of_op SnakeLean.isStrongOp SnakeLean.bizeroOp SnakeLean.isNormal_op SnakeLean.IsNormal.of_comp_isTwoMono
SnakeLean.nsfl_isNormalMono	SnakeLean.IsNormalMono SnakeLean.IsStrong SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.IsNormal SnakeLean.IsTwoMono SnakeLean.MorphismSES SnakeLean.MorphismSES.f SnakeLean.MorphismSES.h SnakeLean.MorphismSES.g	SnakeLean.isNormalMono_of_isTrivial SnakeLean.MorphismSES.φK SnakeLean.IsNormalEpi SnakeLean.isTrivial_of_isTwoMono_ladder SnakeLean.IsTwoKernel.isTwoMono SnakeLean.IsEquiv1 SnakeLean.MorphismSES.φQ
SnakeLean.SnakeTop.nonempty_comp_t	SnakeLean.IsStrong SnakeLean.twoCokernelObj SnakeLean.HasBizero SnakeLean.SnakeTop.i SnakeLean.SnakeTop.I SnakeLean.SnakeTop SnakeLean.TwoZExact SnakeLean.TwoZExact.toHasTwoCokernel SnakeLean.twoCokernel SnakeLean.SnakeTop.t	SnakeLean.SnakeTop.exists_t
SnakeLean.AbCatHom.id_app	SnakeLean.AbCatOf.category SnakeLean.AbCatClass SnakeLean.AbCatOf.carrier SnakeLean.AbCatHom.functor SnakeLean.AbCatHom.category SnakeLean.AbCatOf SnakeLean.AbCatHom	
SnakeLean.IsZeroAntinormal.isNormalMono	SnakeLean.IsNormalMono SnakeLean.HasBizero SnakeLean.IsZeroAntinormal	
SnakeLean.IsTwoEpi		
SnakeLean.SnakeTop.mk	SnakeLean.IsNormalMono SnakeLean.IsNormalEpi SnakeLean.HasBizero SnakeLean.SnakeTop	
SnakeLean.normalMonoCompSup	SnakeLean.zeroSup SnakeLean.NormalMonoComp SnakeLean.bicategorySup SnakeLean.SupOf SnakeLean.hasBizeroSup SnakeLean.LatticeClass	SnakeLean.IsNormalMono SnakeLean.exists_isEquiv1_segIncl_comp SnakeLean.IsNormalMono.isEquiv1_comp SnakeLean.isStrongSup SnakeLean.SupOf.completeLattice SnakeLean.IsTwoKernel SnakeLean.exists_isEquiv1_of_isTwoKernel SnakeLean.IsEquiv1.comp SnakeLean.isTwoKernel_upProj_segIncl SnakeLean.seg SnakeLean.IsNormalMono.comp_isEquiv1 SnakeLean.upSeg SnakeLean.segIncl SnakeLean.SupOf.carrier SnakeLean.categoryStructSup SnakeLean.NormalMonoComp.mk SnakeLean.kerElt SnakeLean.strictSup SnakeLean.upProj SnakeLean.IsEquiv1
SnakeLean.IsTwoKernel.exists_isEquiv1_twoKernel	SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.HasTwoKernel SnakeLean.twoKernelObj SnakeLean.twoKernel SnakeLean.IsEquiv1	SnakeLean.IsTwoKernel.exists_isEquiv1 SnakeLean.isTwoKernel_twoKernel
SnakeLean.IsTwoEpi.rec	SnakeLean.IsTwoEpi.mk SnakeLean.IsTwoEpi	
SnakeLean.HasTwoKernel.recOn	SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.HasTwoKernel SnakeLean.HasTwoKernel.mk	SnakeLean.HasTwoKernel.rec
TwoVertex.reg	TwoVertex.lam	
CategoryTheory.ObjectProperty.isSerreClass_serreSaturation_iff	CategoryTheory.ObjectProperty.serreJoin CategoryTheory.ObjectProperty.serreSaturation	CategoryTheory.ObjectProperty.serreSaturation_le_serreJoin CategoryTheory.ObjectProperty.serre_le_serreSaturation CategoryTheory.ObjectProperty.instIsSerreClassSerreJoin CategoryTheory.ObjectProperty.serreJoin_le CategoryTheory.ObjectProperty.le_serreSaturation
CategoryTheory.ObjectProperty.instIsClosedUnderQuotientsModuleCatOfFG	CategoryTheory.ObjectProperty.ofFG	
SnakeLean.allClass	SnakeLean.LatticeClass	SnakeLean.LatticeClass.mk
SnakeLean.isNormal_locallyDiscrete	SnakeLean.hasBizeroLD SnakeLean.IsNormal SnakeLean.zeroLD	SnakeLean.IsNormalMono SnakeLean.IsNormalEpi SnakeLean.isNormalMono_of_mono SnakeLean.isNormalEpi_of_epi
SnakeLean.IsZeroAntinormal.isEssNull_comp	SnakeLean.IsEssNull SnakeLean.HasBizero SnakeLean.IsZeroAntinormal	
SnakeLean.Transposes		
SnakeLean.IsNull.eq_of_isIso	SnakeLean.IsStrong SnakeLean.IsNull	SnakeLean.IsNull.eq_id
SnakeLean.SnakeTop.ctorIdx	SnakeLean.HasBizero SnakeLean.SnakeTop	
SnakeLean.instFintypePentagon	SnakeLean.Pentagon	SnakeLean.Pentagon.enumList SnakeLean.Pentagon.enumList_nodup
SnakeLean.SnakeHalf.z	SnakeLean.SnakeHalf.KT SnakeLean.HasBizero SnakeLean.SnakeHalf.CB SnakeLean.SnakeHalf	
SnakeLean.exists_eOne	SnakeLean.IsNormalMono SnakeLean.IsStrong SnakeLean.IsHSD SnakeLean.IsNormalEpi SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.IsTwoCokernel SnakeLean.IsSES	SnakeLean.PureSnakeComparison.isEquiv1 SnakeLean.PureSnakeComparison.j SnakeLean.PureSnakeComparison.θ SnakeLean.IsTwoCokernel.comp_isEquiv1 SnakeLean.IsTwoKernel.of_isTwoCokernel SnakeLean.PureSnakeComparison SnakeLean.pureSnakeComparison
SnakeLean.isPureSnake_of_isHSD.match_1_3		
CategoryTheory.ObjectProperty.isClosedUnderEqualizers_of_isSerreClass		
SnakeLean.SupOf.noConfusionType	SnakeLean.SupOf SnakeLean.LatticeClass	SnakeLean.SupOf.casesOn SnakeLean.LatticeClass.Mem
SnakeLean.IsExactAt	SnakeLean.HasBizero	SnakeLean.IsNormalEpi SnakeLean.IsTwoKernel
CategoryTheory.ObjectProperty.isZero_ι_obj_iff		
SnakeLean.AbCatHom.natIsoOfIso	SnakeLean.AbCatOf.category SnakeLean.AbCatClass SnakeLean.AbCatOf.carrier SnakeLean.AbCatHom.functor SnakeLean.AbCatHom.category SnakeLean.AbCatOf SnakeLean.AbCatHom	
SnakeLean.upSeg	SnakeLean.SupOf SnakeLean.SupOf.carrier SnakeLean.LatticeClass	SnakeLean.iciCompleteLattice SnakeLean.SupOf.completeLattice SnakeLean.SupOf.mk
CategoryTheory.ObjectProperty.ofFG_iff.match_1_1	CategoryTheory.ObjectProperty.ofFG	
TwoVertex.e₂_mul_e₁	TwoVertex.lam TwoVertex.e₂ TwoVertex.e₁	
SnakeLean.transposeOrderIso	SnakeLean.Transposes	SnakeLean.transposeInv SnakeLean.transposeMap SnakeLean.transposeMap_transposeInv SnakeLean.transposeMap_le_transposeMap_iff SnakeLean.transposeInv_transposeMap
exists_injective_of_ne_bot		
SnakeLean.HasBizero.casesOn	SnakeLean.HasBizero SnakeLean.HasBizero.mk	SnakeLean.HasBizero.rec
SnakeLean.isNormal_of_factorisation	SnakeLean.IsNormalMono SnakeLean.IsStrong SnakeLean.IsNormalEpi SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.IsTwoMono SnakeLean.IsTwoEpi	SnakeLean.imageFactorisation_unique SnakeLean.IsTwoCokernel.of_iso_right SnakeLean.isEquiv1_of_inv SnakeLean.IsTwoCokernel.comp_isEquiv1 SnakeLean.IsTwoKernel.isEquiv1_comp SnakeLean.IsTwoCokernel SnakeLean.IsEquiv1 SnakeLean.IsTwoKernel.of_iso_right
SnakeLean.Pentagon.inf.match_1	SnakeLean.Pentagon.y SnakeLean.Pentagon.bot SnakeLean.Pentagon.z SnakeLean.Pentagon SnakeLean.Pentagon.x SnakeLean.Pentagon.top	SnakeLean.Pentagon.ctorIdx SnakeLean.Pentagon.casesOn
SnakeLean.dpn_of_forall_transpositionSymmetric	SnakeLean.DPN SnakeLean.zeroSup SnakeLean.SupOf.completeLattice SnakeLean.bicategorySup SnakeLean.SupOf SnakeLean.SupOf.carrier SnakeLean.hasBizeroSup SnakeLean.LatticeClass SnakeLean.TranspositionSymmetric	SnakeLean.IsNormalMono SnakeLean.DPN.mk SnakeLean.kerElt_upProj SnakeLean.IsNormalEpi SnakeLean.IsTwoKernel SnakeLean.Transposes SnakeLean.isNormal_transport_iff SnakeLean.exists_isEquiv1_of_isTwoKernel SnakeLean.seg SnakeLean.isNormal_segIncl_comp_upProj_iff SnakeLean.apply_top_of_isEquiv1 SnakeLean.IsNormal SnakeLean.upSeg SnakeLean.segIncl SnakeLean.IsTwoCokernel SnakeLean.categoryStructSup SnakeLean.kerElt SnakeLean.strictSup SnakeLean.upProj SnakeLean.comp_apply' SnakeLean.kerElt_comp_isEquiv1 SnakeLean.exists_isEquiv1_of_isTwoCokernel SnakeLean.instFunLikeHom SnakeLean.IsEquiv1
SnakeLean.isThirdIso_of_isHSD	SnakeLean.IsStrong SnakeLean.IsHSD SnakeLean.HasBizero SnakeLean.IsThirdIso	SnakeLean.IsNormalMono SnakeLean.IsSES.isTwoCokernel SnakeLean.IsSES.isTwoKernel SnakeLean.isTwoCokernel_dinversion_of_ladder SnakeLean.IsTotallyNormalMono.right SnakeLean.isSES_of_isTwoKernel SnakeLean.isThirdIso_of_isHSD.match_1_1 SnakeLean.IsTwoCokernel.of_iso SnakeLean.IsNormalEpi SnakeLean.IsTwoEpi.preimageIso SnakeLean.IsTotallyNormalMono.total SnakeLean.IsTwoKernel SnakeLean.isTwoCokernel_isTwoEpi_comp_iff SnakeLean.isZeroAntinormal_of_ladder SnakeLean.IsTwoKernel.of_iso SnakeLean.IsTwoCokernel.exists_isEquiv1 SnakeLean.IsNormal SnakeLean.IsTwoKernel.isEquiv1_comp SnakeLean.isThirdIso_of_isHSD.match_1_3 SnakeLean.isTwoKernel_comp_isTwoMono_iff SnakeLean.IsTwoCokernel SnakeLean.IsTwoCokernel.isTwoEpi SnakeLean.IsTwoKernel.isTwoMono SnakeLean.IsSES.mk SnakeLean.IsTwoKernel.of_isTwoCokernel SnakeLean.IsTotallyNormalMono.comp SnakeLean.IsTwoCokernel.of_isTwoKernel SnakeLean.isTwoKernel_dinversion_of_ladder SnakeLean.IsTotallyNormalMono SnakeLean.IsSES SnakeLean.IsEquiv1 SnakeLean.IsTwoKernel.of_iso_right
SnakeLean.postcompIdIso		
SnakeLean.IsFaithful₁.recOn	SnakeLean.IsFaithful₁.mk SnakeLean.IsFaithful₁	SnakeLean.IsFaithful₁.rec
SnakeLean.Pentagon.x.elim	SnakeLean.Pentagon.ctorIdx SnakeLean.Pentagon SnakeLean.Pentagon.x	SnakeLean.Pentagon.ctorElim
SnakeLean.Pentagon.top.elim	SnakeLean.Pentagon.ctorIdx SnakeLean.Pentagon SnakeLean.Pentagon.top	SnakeLean.Pentagon.ctorElim
SnakeLean.IsTwoEpi.mk	SnakeLean.IsTwoEpi	
SnakeLean.twoDiExactOp	SnakeLean.HasBizero SnakeLean.TwoDiExact SnakeLean.bizeroOp	SnakeLean.TwoDiExact.mk SnakeLean.IsAntinormal SnakeLean.isNormal_op SnakeLean.isAntinormal_of_op SnakeLean.TwoDiExact.isNormal_of_isAntinormal
SnakeLean.AbCatOf.carrier	SnakeLean.AbCatClass SnakeLean.AbCatOf	
SnakeLean.isTwoCokernel_of_desc	SnakeLean.hasBizeroLD SnakeLean.IsTwoCokernel SnakeLean.zeroLD	SnakeLean.IsTwoCokernel.mk SnakeLean.IsEssNull SnakeLean.isEssNull_locallyDiscrete_iff SnakeLean.IsTwoEpi SnakeLean.isTwoEpi_locallyDiscrete_iff
SnakeLean.isTwoMono_locallyDiscrete_iff	SnakeLean.IsTwoMono	SnakeLean.IsTwoMono.mk SnakeLean.IsTwoMono.full
SnakeLean.NormalMonoComp.isNormalMono_comp	SnakeLean.IsNormalMono SnakeLean.NormalMonoComp SnakeLean.HasBizero	
SnakeLean.twoTermComplex.match_1		
SnakeLean.SnakeHalf.mk.inj	SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.SnakeHalf SnakeLean.IsNormal SnakeLean.IsTwoEpi SnakeLean.IsTwoCokernel SnakeLean.SnakeHalf.mk SnakeLean.IsEquiv1	SnakeLean.SnakeHalf.mk.noConfusion
SnakeLean.isTwoKernel_of_lift	SnakeLean.hasBizeroLD SnakeLean.IsTwoKernel SnakeLean.zeroLD	SnakeLean.IsEssNull SnakeLean.IsTwoKernel.mk SnakeLean.isEssNull_locallyDiscrete_iff SnakeLean.IsTwoMono SnakeLean.isTwoMono_locallyDiscrete_iff
SnakeLean.IsNull.isIso	SnakeLean.IsStrong SnakeLean.IsNull	SnakeLean.IsStrong.nonempty_hom SnakeLean.IsNull.eq_id
SnakeLean.IsTwoCokernel.exists_isEquiv1	SnakeLean.HasBizero SnakeLean.IsTwoCokernel SnakeLean.IsEquiv1	SnakeLean.isTwoKernel_op SnakeLean.strictOp SnakeLean.IsTwoKernel.exists_isEquiv1 SnakeLean.isEquiv1_of_op SnakeLean.bizeroOp
SnakeLean.SnakeTop.i	SnakeLean.HasBizero SnakeLean.SnakeTop.I SnakeLean.SnakeTop	
SnakeLean.nonempty_comparison_iso	SnakeLean.IsStrong SnakeLean.HasBizero SnakeLean.twoImgObj SnakeLean.TwoZExact SnakeLean.twoCoim SnakeLean.comparison SnakeLean.twoCoimObj SnakeLean.twoImg	SnakeLean.exists_comparison SnakeLean.isTwoCokernel_twoCokernel SnakeLean.twoCokernelObj SnakeLean.isTwoKernel_twoKernel SnakeLean.TwoZExact.toHasTwoKernel SnakeLean.twoKernelObj SnakeLean.TwoZExact.toHasTwoCokernel SnakeLean.isTwoCokernel_twoCoim SnakeLean.isTwoKernel_twoImg SnakeLean.twoCokernel SnakeLean.twoKernel
SnakeLean.SnakeHalf.qi	SnakeLean.SnakeHalf.Q SnakeLean.HasBizero SnakeLean.SnakeHalf	
SnakeLean.isZeroAntinormal_op	SnakeLean.HasBizero SnakeLean.bizeroOp SnakeLean.IsZeroAntinormal	SnakeLean.isNormalMono_op SnakeLean.isNormalEpi_op SnakeLean.isEssNull_op SnakeLean.IsZeroAntinormal.isNormalEpi SnakeLean.IsZeroAntinormal.mk SnakeLean.IsZeroAntinormal.isEssNull_comp SnakeLean.IsZeroAntinormal.isNormalMono
SnakeLean.ReflectsNull		SnakeLean.IsEssNull
SnakeLean.AbCatOf.mk.sizeOf_spec	SnakeLean.AbCatClass SnakeLean.AbCatClass.Mem SnakeLean.AbCatOf.mk SnakeLean.AbCatOf	
TwoVertex.e₁_add_e₂	TwoVertex.lam TwoVertex.e₂ TwoVertex.e₁	
SnakeLean.exists_comparison	SnakeLean.IsStrong SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.IsTwoCokernel	SnakeLean.IsEssNull.of_iso SnakeLean.IsEssNull SnakeLean.IsTwoKernel.fac SnakeLean.IsEssNull.of_comp_isTwoEpi SnakeLean.IsTwoCokernel.isEssNull_comp SnakeLean.IsTwoCokernel.fac SnakeLean.IsTwoCokernel.isTwoEpi SnakeLean.IsTwoKernel.isEssNull_comp
SnakeLean.SnakeTop.isTwoCokernel_bBar_iff	SnakeLean.IsStrong SnakeLean.HasBizero SnakeLean.SnakeTop.I SnakeLean.SnakeTop SnakeLean.IsTwoMono SnakeLean.IsTwoCokernel SnakeLean.SnakeTop.iBar	SnakeLean.IsTwoCokernel.of_iso SnakeLean.isTwoCokernel_isTwoEpi_comp_iff SnakeLean.SnakeTop.r SnakeLean.SnakeTop.nonempty_iso_bBar SnakeLean.IsNormalEpi.isTwoEpi SnakeLean.SnakeTop.isNormalEpi_r
SnakeLean.IsZeroAntinormal.isSES_iff_isEssNull_dinversion	SnakeLean.IsEssNull SnakeLean.IsStrong SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.IsTwoCokernel SnakeLean.IsZeroAntinormal SnakeLean.IsSES	SnakeLean.IsSES.isTwoKernel SnakeLean.IsZeroAntinormal.isTwoKernel_iff_isEssNull_dinversion SnakeLean.IsZeroAntinormal.isTwoCokernel_iff_isEssNull_dinversion SnakeLean.IsSES.mk
SnakeLean.kerElt.eq_1	SnakeLean.SupOf.completeLattice SnakeLean.SupOf SnakeLean.SupOf.carrier SnakeLean.categoryStructSup SnakeLean.kerElt SnakeLean.LatticeClass SnakeLean.instFunLikeHom	
SnakeLean.AbCatClass.noConfusionType	SnakeLean.AbCatClass	SnakeLean.ZeroCat SnakeLean.ZeroCat.category CategoryTheory.ObjectProperty.abelianFullSubcategory SnakeLean.AbCatClass.casesOn SnakeLean.ZeroCat.instAbelian
CategoryTheory.ObjectProperty.instHasFiniteLimitsFullSubcategory_snakeLean		CategoryTheory.ObjectProperty.instHasEqualizersFullSubcategory_snakeLean CategoryTheory.ObjectProperty.instHasFiniteProductsFullSubcategory_snakeLean
TwoVertex.e₁.eq_1	TwoVertex.lam TwoVertex.e₁	
SnakeLean.SnakeHalf.isNormal_bBar	SnakeLean.HasBizero SnakeLean.SnakeHalf SnakeLean.IsNormal	
SnakeLean.isHSD_sup	SnakeLean.zeroSup SnakeLean.IsHSD SnakeLean.bicategorySup SnakeLean.SupOf SnakeLean.hasBizeroSup SnakeLean.LatticeClass	SnakeLean.IsNormalMono SnakeLean.IsEssNull SnakeLean.kerElt_upProj SnakeLean.transposes_of_le SnakeLean.bijective_of_isEquiv1 SnakeLean.IsNormalEpi SnakeLean.SupOf.completeLattice SnakeLean.IsTwoKernel SnakeLean.Transposes SnakeLean.isNormal_transport_iff SnakeLean.exists_isEquiv1_of_isTwoKernel SnakeLean.IsZeroAntinormal.isNormalEpi SnakeLean.seg SnakeLean.isNormal_segIncl_comp_upProj_iff SnakeLean.apply_top_of_isEquiv1 SnakeLean.IsNormal SnakeLean.upSeg SnakeLean.segIncl SnakeLean.upProj_apply SnakeLean.IsTwoCokernel SnakeLean.instBotHomClassHom SnakeLean.SupOf.carrier SnakeLean.categoryStructSup SnakeLean.segIncl_apply SnakeLean.kerElt SnakeLean.IsZeroAntinormal SnakeLean.strictSup SnakeLean.upProj SnakeLean.isEssNull_iff_forall SnakeLean.comp_apply' SnakeLean.kerElt_comp_isEquiv1 SnakeLean.exists_isEquiv1_of_isTwoCokernel SnakeLean.IsZeroAntinormal.isEssNull_comp SnakeLean.instFunLikeHom SnakeLean.IsEquiv1 SnakeLean.IsZeroAntinormal.isNormalMono
SnakeLean.IsTwoKernel.of_iso_right	SnakeLean.IsTwoKernel SnakeLean.HasBizero	SnakeLean.IsEssNull.of_iso SnakeLean.IsEssNull SnakeLean.IsTwoKernel.fac SnakeLean.IsTwoKernel.mk SnakeLean.IsTwoMono.of_iso SnakeLean.IsTwoKernel.isTwoMono SnakeLean.IsTwoKernel.of_iso_right.match_1_1 SnakeLean.IsTwoKernel.isEssNull_comp
TwoVertex.al_mul_be	TwoVertex.lam TwoVertex.al TwoVertex.be	
SnakeLean.isTwoEpi_of_isTwoMono_op	SnakeLean.IsTwoMono SnakeLean.IsTwoEpi	SnakeLean.IsTwoMono.faithful SnakeLean.IsTwoEpi.mk SnakeLean.IsTwoMono.full
SnakeLean.IsTwoMono.comp	SnakeLean.IsTwoMono	SnakeLean.IsTwoMono.faithful SnakeLean.postcompCompIso SnakeLean.IsTwoMono.mk SnakeLean.IsTwoMono.full
SnakeLean.SnakeHalf.ctorIdx	SnakeLean.HasBizero SnakeLean.SnakeHalf	
SnakeLean.AbCatOf.ctorIdx	SnakeLean.AbCatClass SnakeLean.AbCatOf	
CategoryTheory.ObjectProperty.serre_le_serreSaturation	CategoryTheory.ObjectProperty.serreSaturation	
SnakeLean.IsSES	SnakeLean.HasBizero	
SnakeLean.IsTwoCokernel.isEssNull_comp	SnakeLean.IsEssNull SnakeLean.HasBizero SnakeLean.IsTwoCokernel	
isNoetherianObject_fgModuleCat		isNoetherianObject_of_fullyFaithful isNoetherianObject_moduleCat
SnakeLean.dualModularPair_iff	SnakeLean.DualModularPair	
SnakeLean.isExactAt_op_iff	SnakeLean.IsStrong SnakeLean.HasBizero SnakeLean.IsNormal SnakeLean.IsExactAt SnakeLean.bizeroOp	SnakeLean.IsExactAt.op SnakeLean.isExactAt_of_op
SnakeLean.TranspositionSymmetric		SnakeLean.Transposes
SnakeLean.isTwoEpi_locallyDiscrete_iff	SnakeLean.IsTwoEpi	SnakeLean.IsTwoEpi.mk SnakeLean.IsTwoEpi.full
SnakeLean.IsTrivial.isEssNull_in	SnakeLean.IsEssNull SnakeLean.IsStrong SnakeLean.HasBizero SnakeLean.IsTrivial	SnakeLean.IsEssNull.of_iso SnakeLean.IsEssNull.comp_left
SnakeLean.exists_lambda	SnakeLean.IsNormalMono SnakeLean.IsStrong SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.IsTwoMono SnakeLean.IsTwoCokernel	SnakeLean.IsEssNull.of_iso SnakeLean.IsEssNull SnakeLean.IsTwoEpi.preimageIso SnakeLean.IsEssNull.of_comp_isTwoMono SnakeLean.IsTwoCokernel.fac SnakeLean.IsTwoCokernel.isTwoEpi SnakeLean.IsNormalMono.of_comp SnakeLean.IsTwoKernel.isEssNull_comp
SnakeLean.isNormalEpi_of_epi	SnakeLean.IsNormalEpi SnakeLean.hasBizeroLD SnakeLean.zeroLD	SnakeLean.isTwoCokernel_of_desc SnakeLean.IsTwoCokernel
SnakeLean.IsEquiv1		
SnakeLean.cancel_isTwoEpi	SnakeLean.bicategorySup SnakeLean.IsTwoEpi SnakeLean.SupOf SnakeLean.categoryStructSup SnakeLean.LatticeClass	SnakeLean.IsTwoEpi.full SnakeLean.instPartialOrderHom
SnakeLean.SnakeHalf.CB	SnakeLean.HasBizero SnakeLean.SnakeHalf	
SnakeLean.Pentagon.noConfusion	SnakeLean.Pentagon.noConfusionType SnakeLean.Pentagon	SnakeLean.Pentagon.ctorIdx
SnakeLean.isExactAt_right_of_shape	SnakeLean.IsStrong SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.IsExactAt SnakeLean.IsTwoCokernel SnakeLean.IsEquiv1	SnakeLean.IsNormalEpi SnakeLean.IsTwoCokernel.comp_isEquiv1
CategoryTheory.ObjectProperty.instIsClosedUnderSubobjectsMapFullSubcategoryι_snakeLean	CategoryTheory.ObjectProperty.abelianFullSubcategory	CategoryTheory.ObjectProperty.prop_map_ι_iff CategoryTheory.ObjectProperty.preservesFiniteLimits_ι CategoryTheory.ObjectProperty.instHasFiniteLimitsFullSubcategory_snakeLean
SnakeLean.IsBipullback.rec	SnakeLean.squareIso SnakeLean.IsBipullback.mk SnakeLean.IsBipullback	
SnakeLean.naturalComparisonIso	SnakeLean.MorphismPure SnakeLean.MorphismPure.πX SnakeLean.HasBizero SnakeLean.MorphismPure.πC SnakeLean.PureSnakeComparison.j SnakeLean.IsTwoMono SnakeLean.IsTwoEpi SnakeLean.PureSnakeComparison	SnakeLean.naturalComparisonPasting₂ SnakeLean.IsTwoEpi.preimageIso SnakeLean.naturalComparisonPasting₁ SnakeLean.IsTwoMono.preimageIso
SnakeLean.upRestrict	SnakeLean.SupOf.completeLattice SnakeLean.upSeg SnakeLean.SupOf SnakeLean.SupOf.carrier SnakeLean.categoryStructSup SnakeLean.LatticeClass SnakeLean.instFunLikeHom	SnakeLean.mkHom
